member_id,signup_date,age,gender,city,country,membership_type,contract_length_months,monthly_fee,signup_channel,tenure_months,avg_weekly_visits,group_classes_attended,personal_training_sessions,distance_km_to_gym,has_mobile_app,satisfaction_score,late_payments_12m,referred_friends,exit_survey_completed,churned
NF-100418,2022-08-31,33.0,Male,Denver,United States,Plus,6,$54.00,Walk-in,20,1.23,4,0,9.56,Yes,6.0,0,0,0,1
NF-100375,2022-09-10,36.0, Male,Columbus,United States,Plus,6,$54.00,Walk-in,20,1.08,5,0,3.48,Yes,5.0,1,0,1,1
NF-102511,2021-08-10,36.0,Female,Austin,United States,Basic,1,$29.00,Mobile App,7,1.27,4,0,4.3,Yes,,1,0,0,1
NF-100470,2021-11-02,41.0,Male,Columbus,United States,Plus,12,$49.00,Website,10,0.49,2,0,6.54,No,5.0,0,0,0,0
NF-101541,2022-10-11,22.0,Female,Denver,United States,Premium,12,$79.00,Website,21,2.34,9,0,1.23,No,8.0,0,2,1,1
NF-102607,2022-04-04,32.0,Male,Austin,United States,Basic,1,$29.00,Mobile App,15,1.59,4,0,11.11,Yes,,1,0,0,0
NF-102350,2022-02-25,38.0,Male,Denver,United States,Plus,6,$49.00,Referral,14,3.27,9,17,2.71,Yes,9.0,0,3,0,0
NF-102630,2022-06-11,36.0,M,Austin,United States,Plus,12,$54.00,Mobile App,17,23.0,10,2,0.7,Yes,8.0,0,0,0,0
NF-102998,2022-10-09,28.0,female,Columbus,United States,Basic,6,$29.00,Website,21,2.65,9,2,3.87,Yes,6.0,0,1,0,0
NF-101761,2022-03-28,30.0,female,Columbus,United States,Basic,1,$29.00,Website,15,0.47,1,0,4.27,Yes,2.0,0,0,1,1
NF-100798,2023-06-29,24.0,M,Austin,United States,Basic,12,$29.00,Referral,30,0.63,2,3,1.35,No,6.0,1,0,0,0
NF-102059,2023-08-25,33.0,female,Portland,United States,Basic,1,$29.00,Walk-in,32,1.88,4,3,7.07,Yes,6.0,1,0,1,0
NF-101486,2022-07-17,42.0,M,Denver,United States,Basic,1,$34.00,Website,18,1.81,5,0,1.82,Yes,7.0,3,0,1,1
NF-100538,2023-01-30,35.0,FEMALE,Austin,United States,Basic,1,$29.00,Mobile App,25,1.55,4,0,10.68,Yes,7.0,1,0,0,0
NF-102675,2022-01-12,16.0,Male,Denver,United States,Basic,6,$29.00,Walk-in,12,1.84,5,5,5.15,Yes,3.0,0,0,0,0
NF-102329,2021-07-16,29.0,Male,Raleigh,United States,Plus,12,$49.00,Referral,6,3.53,10,8,5.89,Yes,6.0,0,0,0,0
NF-100983,2021-06-06,39.0,Male,Austin,United States,Basic,6,$34.00,Mobile App,5,2.58,8,14,1.09,No,9.0,0,0,0,0
NF-100480,2021-04-09,39.0,F ,Denver,United States,Basic,1,$25.00,Website,3,2.46,9,8,1.27,Yes,,0,0,1,1
NF-101479,2022-03-26,28.0,FEMALE,Denver,United States,Plus,12,$54.00,Walk-in,15,2.5,7,0,2.94,Yes,6.0,1,0,0,0
NF-100223,2021-02-14,45.0,Male,Portland,United States,Basic,6,$29.00,Website,1,1.75,4,0,7.71,Yes,6.0,0,0,0,0
NF-100672,2022-06-30,38.0,Female,Denver,United States,Basic,12,$25.00,Website,18,1.69,6,16,2.69,Yes,5.0,2,1,0,0
NF-101393,2022-11-23,32.0,Female,Portland,United States,Premium,24,$75.00,Mobile App,23,2.26,7,0,4.24,Yes,8.0,0,0,0,0
NF-101443,2022-05-22,32.0,F,Denver,United States,Basic,1,$29.00,Website,17,1.71,5,5,4.4,No,,5,0,1,1
NF-100994,2022-08-18,35.0,female,Denver,United States,Premium,24,$75.00,Referral,20,5.23,18,0,3.41,Yes,9.0,0,2,0,0
NF-100580,2022-09-30,17.0,MALE,Denver,United States,Plus,1,$49.00,Walk-in,21,1.37,5,2,,No,5.0,1,0,1,1
NF-101045,2022-07-07,37.0,Male,Portland,United States,Basic,1,$29.00,Walk-in,18,0.89,2,7,1.05,Yes,5.0,2,0,0,0
NF-100077,2023-09-18,41.0,F,Boise,United States,Basic,6,$29.00,Website,33,1.54,4,0,2.26,No,,0,0,0,0
NF-102595,2021-09-20,27.0,Female,Austin,United States,Plus,6,$49.00,Referral,9,0.63,0,0,4.04,Yes,4.0,0,0,1,1
NF-900005,2022-09-26,52.0,Female,Denver,United States,Premium,12,$79.00,Mobile App,22,1.02,3,0,0.89,Yes,7.0,2,0,0,0
NF-101758,2023-01-20,33.0,male,Austin,United States,Plus,6,$45.00,Referral,25,1.5,6,0,1.81,Yes,5.0,0,0,1,1
NF-100826,2023-05-06,44.0,Male,Denver,United States,Basic,6,$25.00,Website,28,1.46,5,0,1.36,Yes,7.0,0,0,0,0
NF-100125,2023-08-19,23.0,female,Austin,United States,Basic,1,$25.00,Website,32,3.41,10,0,5.77,Yes,7.0,0,0,0,0
NF-101252,2021-10-08,42.0,male,Raleigh,United States,Basic,6,$34.00,Referral,9,2.24,6,0,0.65,Yes,7.0,0,0,0,0
NF-101960,2022-09-18,47.0,MALE,Portland,United States,Basic,6,$29.00,Mobile App,21,2.06,8,0,6.76,Yes,7.0,0,1,1,1
NF-102800,2022-02-22,,Female,Denver,United States,Plus,1,$45.00,Walk-in,14,1.14,3,1,2.88,Yes,6.0,1,0,0,0
NF-101596,2021-03-19,43.0,Male,Austin,United States,Plus,6,$45.00,Walk-in,3,2.42,8,0,2.33,No,8.0,2,0,0,0
NF-100576,2021-02-01,48.0,F,Austin,United States,Plus,12,$49.00,Referral,1,3.32,11,0,1.34,Yes,,0,1,0,0
NF-101575,2022-01-29,16.0,MALE,Boise,United States,Basic,6,$29.00,Mobile App,13,4.2,13,0,0.99,Yes,9.0,0,2,0,0
NF-100621,2023-06-28,16.0,M,Columbus,United States,Premium,12,$79.00,Referral,30,2.99,10,4,1.49,Yes,8.0,1,2,0,0
NF-100767,2021-04-21,25.0,female,Columbus,United States,Premium,12,$79.00,Walk-in,4,1.4,5,0,3.42,No,5.0,1,1,0,0
NF-101229,2022-03-14,,Male,Austin,United States,Premium,24,$75.00,Website,14,1.34,5,3,,Yes,5.0,1,0,0,0
NF-101340,2022-01-17,55.0,male,Portland,United States,Basic,1,$29.00,Website,13,1.74,5,0,1.17,Yes,4.0,0,0,0,0
NF-100659,2021-02-12,27.0,Other,Columbus,United States,Basic,1,$29.00,Website,1,2.92,9,0,4.6,Yes,8.0,0,0,0,0
NF-102883,2022-05-02,18.0,F,Raleigh,United States,Basic,1,$29.00,Mobile App,16,1.31,3,0,8.51,No,5.0,0,1,0,0
NF-102919,2023-04-14,36.0,male,Denver,United States,Basic,12,$29.00,Referral,27,1.75,6,0,2.02,No,6.0,0,0,0,0
NF-101517,2021-07-08,27.0,Male,Columbus,United States,Basic,1,$29.00,Walk-in,6,2.92,9,0,4.22,No,9.0,1,3,0,0
NF-102788,2021-07-06,28.0,Female,Portland,United States,Basic,6,$29.00,Mobile App,6,2.26,7,5,4.27,Yes,4.0,1,0,0,0
NF-101235,2023-03-17,33.0,Male,Austin,United States,Premium,24,$79.00,Mobile App,26,1.76,6,8,2.2,Yes,6.0,1,0,0,0
NF-102815,2021-01-13,37.0,female,Austin,United States,Premium,12,$84.00,Walk-in,1,1.79,6,0,,Yes,6.0,1,0,0,0
NF-100259,2022-05-16,27.0, Male,Austin,United States,Plus,12,$45.00,Walk-in,16,1.63,6,0,6.54,No,4.0,0,0,1,1
NF-100282,2022-03-29,27.0,Female,Austin,United States,Basic,1,$29.00,Mobile App,15,1.93,5,0,12.91,Yes,8.0,0,0,0,0
NF-102682,2022-06-03,61.0,F ,Columbus,United States,Premium,12,$84.00,Walk-in,17,2.24,8,2,2.29,No,,0,1,0,0
NF-101614,2021-04-15,26.0,other,Austin,United States,Basic,6,$29.00,Walk-in,3,1.99,7,0,2.43,Yes,4.0,0,1,0,0
NF-101184,2021-02-14,27.0,female,Columbus,United States,Premium,24,$84.00,Mobile App,1,1.08,5,3,2.34,Yes,8.0,0,0,0,0
NF-101973,2021-02-17,38.0,Female,Columbus,United States,Premium,12,$79.00,Website,2,3.17,7,0,3.35,Yes,7.0,0,0,0,0
NF-102522,2021-05-15,33.0,Female,Portland,United States,Basic,1,$29.00,Walk-in,4,4.54,16,0,1.55,Yes,9.0,1,1,0,0
NF-100455,2022-10-06,43.0,Female,Austin,United States,Basic,1,$29.00,Mobile App,21,1.44,4,0,1.2,Yes,6.0,0,0,0,0
NF-102368,2022-10-01,34.0,Male,Denver,United States,Premium,12,$79.00,Mobile App,21,2.89,10,2,1.13,Yes,7.0,0,0,0,0
NF-100434,2022-06-13,33.0,M,Denver,United States,Plus,6,$49.00,Walk-in,17,2.48,6,0,3.49,Yes,6.0,0,1,0,0
NF-100299,2023-04-25,32.0,Prefer not to say,Austin,United States,Basic,1,$25.00,Walk-in,28,1.47,7,2,13.16,No,,0,0,0,0
NF-101762,2023-06-08,52.0,Male,Austin,United States,Plus,24,$49.00,Walk-in,29,0.66,1,0,0.93,No,2.0,2,0,0,0
NF-102484,2022-09-28,24.0,F,Austin,United States,Plus,6,$49.00,Referral,21,3.28,11,6,2.05,Yes,9.0,1,1,0,0
NF-102895,2022-08-28,43.0, Male,Denver,United States,Plus,6,$45.00,Website,20,1.34,6,2,7.07,Yes,4.0,0,0,0,0
NF-101932,2023-03-17,36.0,Male,Austin,United States,Basic,6,$34.00,Website,26,1.31,4,0,4.32,Yes,6.0,0,0,1,1
NF-100438,2023-07-15,42.0,F ,Denver,United States,Basic,1,$25.00,Mobile App,30,1.74,6,1,0.87,Yes,,0,0,0,1
NF-102373,2022-01-23,44.0,F,Raleigh,United States,Basic,1,$29.00,Website,13,2.16,8,0,1.43,No,6.0,0,0,1,1
NF-102024,2021-02-02,53.0,Female,Denver,United States,Plus,12,$49.00,Mobile App,1,0.73,2,0,11.7,Yes,5.0,2,0,0,0
NF-102451,2022-12-08,43.0,Male,Austin,United States,Plus,12,$45.00,Mobile App,23,1.23,5,3,2.48,Yes,4.0,1,0,0,0
NF-102612,2022-04-28,58.0, Male,Denver,United States,Premium,12,$84.00,Website,16,2.98,8,0,6.26,Yes,7.0,0,0,0,0
NF-101626,2023-04-16,38.0,Male,Austin,United States,Basic,1,$29.00,Website,27,2.57,7,12,2.65,Yes,7.0,0,0,0,0
NF-100292,2022-09-29,36.0,M,Denver,United States,Plus,12,$49.00,Mobile App,21,1.63,2,5,1.76,No,4.0,0,0,0,0
NF-101837,2022-05-03,45.0,M,Columbus,United States,Plus,24,$49.00,Mobile App,16,4.31,13,0,1.77,Yes,8.0,0,0,0,0
NF-100278,2023-09-24,26.0,other,Denver,United States,Basic,12,$25.00,Mobile App,33,4.79,14,0,7.62,Yes,9.0,0,1,0,0
NF-100655,2021-09-02,27.0,Male,Austin,United States,Premium,24,$79.00,Referral,8,4.04,13,5,5.67,Yes,7.0,0,2,0,0
NF-101058,2021-02-06,63.0,Other,Denver,United States,Plus,6,$49.00,Mobile App,1,5.71,18,0,1.55,Yes,10.0,0,0,0,0
NF-100732,2023-08-17,31.0,Female,Denver,United States,Basic,12,$34.00,Website,32,2.09,8,0,,No,6.0,1,0,1,1
NF-100553,2022-03-02,24.0,Female,Denver,United States,Basic,6,$25.00,Mobile App,14,1.03,2,0,0.99,No,4.0,1,0,1,1
NF-102142,2022-03-27,35.0,Male,Denver,United States,Plus,12,$54.00,Walk-in,15,1.27,6,0,3.88,Yes,5.0,1,0,0,0
NF-102945,2021-08-22,28.0,Male,Austin,United States,Basic,12,$34.00,Walk-in,8,2.66,9,4,4.58,Yes,6.0,2,0,1,1
NF-101900,2023-09-13,39.0,Female,Columbus,United States,Basic,1,$25.00,Website,32,1.97,4,0,2.6,Yes,8.0,1,1,1,1
NF-102293,2021-03-14,44.0,M,Denver,United States,Plus,12,$49.00,Mobile App,2,5.68,18,0,,Yes,10.0,0,1,0,0
NF-101191,2022-12-01,34.0,male,Austin,United States,Plus,12,$45.00,Mobile App,23,0.92,2,1,1.49,No,5.0,0,0,0,0
NF-101526,2023-01-27,36.0,Other,Columbus,United States,Premium,24,$75.00,Partner Promo,25,3.76,12,8,6.09,No,10.0,0,2,0,0
NF-101995,2022-12-28,66.0,F,Austin,United States,Plus,6,$49.00,Mobile App,24,0.35,3,0,22.67,Yes,4.0,-1,0,1,1
NF-101356,2023-02-07,27.0,F ,Austin,United States,Basic,6,$29.00,Website,25,0.93,3,4,2.18,No,6.0,2,0,1,1
NF-101694,2021-05-20,42.0,Female,Raleigh,United States,Basic,1,$29.00,Walk-in,5,1.53,5,0,0.42,Yes,6.0,0,0,1,1
NF-100775,2022-01-25,55.0,Female,Austin,United States,Plus,12,$49.00,Mobile App,13,1.65,5,0,2.52,No,7.0,1,0,1,1
NF-100426,2023-05-12,36.0,F,Austin,United States,Basic,1,$29.00,Website,28,1.12,2,0,2.6,Yes,5.0,1,0,0,0
NF-101786,2023-03-10,40.0,female,Denver,United States,Plus,6,$49.00,Mobile App,26,3.88,13,0,1.24,Yes,10.0,-1,0,1,1
NF-101186,2021-06-21,41.0,Male,Denver,United States,Plus,6,$49.00,Walk-in,6,3.28,11,0,1.3,Yes,8.0,0,0,0,0
NF-102197,2022-11-11,40.0,Male,Austin,United States,Basic,6,$29.00,Referral,22,1.65,6,2,0.96,Yes,6.0,1,0,1,1
NF-102274,2022-11-22,31.0,Prefer not to say,Columbus,United States,Basic,12,$29.00,Referral,23,1.02,5,7,5.9,Yes,6.0,3,0,0,0
NF-100865,2021-01-31,16.0,Female,Portland,United States,Plus,12,$49.00,Referral,1,2.08,8,7,5.99,Yes,6.0,1,0,1,1
NF-101709,2023-06-18,24.0, Male,Denver,United States,Plus,12,$49.00,Walk-in,30,1.88,5,0,2.68,Yes,6.0,0,0,0,0
NF-101792,2023-09-14,29.0,Male,Portland,United States,Basic,6,$29.00,Website,32,1.23,5,1,7.57,Yes,6.0,1,0,0,1
NF-101245,2021-07-25,33.0,Female,Portland,United States,Basic,6,$29.00,Partner Promo,7,2.75,9,2,4.49,Yes,6.0,0,1,0,0
NF-100900,2023-06-30,38.0,M,Austin,United States,Plus,24,$49.00,Website,30,2.39,6,0,4.66,Yes,5.0,0,1,0,0
NF-102747,2021-05-22,40.0,male,Austin,United States,Premium,12,$79.00,Website,5,0.8,2,0,5.69,No,6.0,0,0,1,1
NF-101528,2021-11-01,33.0,female,Denver,United States,Premium,6,$75.00,Website,10,1.41,4,0,6.09,No,6.0,0,0,0,0
NF-100601,2022-07-05,27.0,M,Portland,United States,Plus,12,$45.00,Mobile App,18,3.51,10,0,0.93,Yes,9.0,0,0,0,0
NF-101291,2022-08-14,43.0,M,Denver,United States,Basic,6,$34.00,Website,19,1.79,6,0,3.31,Yes,5.0,-1,1,1,1
NF-100217,2022-09-29,16.0,F ,Raleigh,United States,Basic,1,$29.00,Mobile App,21,2.51,10,1,3.44,Yes,6.0,0,1,0,0
NF-102268,2022-07-08,37.0,Male,Denver,United States,Plus,12,$49.00,Mobile App,18,2.37,6,0,7.43,Yes,6.0,0,0,0,0
NF-100213,2021-01-22,35.0,M,Denver,United States,Plus,6,$49.00,Referral,1,2.88,9,0,15.71,No,6.0,1,1,0,0
NF-100035,2023-01-29,16.0,Female,Portland,United States,Basic,6,$34.00,Mobile App,25,2.69,8,2,1.55,Yes,7.0,0,0,0,0
NF-102442,2023-09-08,16.0,MALE,Denver,United States,Basic,1,$29.00,Mobile App,32,1.65,5,3,2.45,Yes,8.0,2,0,0,0
NF-100367,2021-01-06,39.0,Female,Austin,United States,Plus,12,$49.00,Website,1,1.05,5,3,0.73,No,6.0,1,0,1,0
NF-100012,2023-04-03,20.0,Male,Portland,United States,Basic,1,$25.00,Website,27,0.74,3,0,2.87,Yes,3.0,0,0,1,0
NF-100476,2021-08-29,35.0,Male,Denver,United States,Basic,6,$25.00,Walk-in,8,2.76,8,0,2.76,Yes,7.0,1,1,1,1
NF-101720,2022-03-28,33.0,F,Austin,United States,Basic,1,$29.00,Referral,15,2.1,6,3,1.35,Yes,8.0,1,1,0,0
NF-102282,2021-12-29,115.0,female,Raleigh,United States,Plus,12,$49.00,Website,12,5.13,16,0,5.74,No,9.0,0,2,0,0
NF-102743,2022-06-23,49.0,F,Austin,United States,Plus,12,$45.00,Website,18,2.4,6,0,1.58,No,6.0,1,1,0,0
NF-101084,2021-07-27,36.0,Male,Denver,United States,Plus,12,$49.00,Walk-in,7,1.0,3,2,3.08,No,5.0,0,0,1,1
NF-102935,2022-07-25,39.0,other,Denver,United States,Basic,1,$25.00,Mobile App,19,3.33,12,2,1.03,Yes,6.0,1,0,0,0
NF-101632,2023-02-01,69.0,Male,Columbus,United States,Basic,6,$29.00,Mobile App,25,3.01,9,0,2.96,Yes,9.0,0,1,0,0
NF-100013,2022-10-30,30.0,Male,Portland,United States,Basic,1,$29.00,Walk-in,22,3.72,13,9,2.86,No,9.0,0,1,0,0
NF-102111,2022-08-02,46.0,female,Portland,United States,Premium,6,$79.00,Website,19,2.64,9,0,3.86,Yes,6.0,1,0,0,0
NF-102782,2023-08-02,16.0,F,Portland,United States,Basic,6,$29.00,Walk-in,31,0.67,3,0,1.02,Yes,,0,0,1,1
NF-101023,2022-04-22,42.0,Male,Portland,United States,Basic,1,$25.00,Website,16,1.81,5,5,5.87,Yes,9.0,1,1,1,1
NF-100964,2022-03-06,35.0,FEMALE,Portland,United States,Plus,6,$45.00,Mobile App,14,1.11,4,0,2.87,Yes,5.0,1,0,1,1
NF-100607,2022-07-15,25.0,F ,Raleigh,United States,Plus,1,$49.00,Website,18,3.04,11,0,7.56,Yes,8.0,2,0,1,1
NF-102061,2021-07-10,43.0,MALE,Austin,United States,Premium,24,$79.00,Website,6,4.94,14,0,0.72,Yes,9.0,0,3,0,0
NF-100435,2022-03-25,36.0,Female,Austin,United States,Basic,1,$34.00,Website,15,1.53,3,0,2.61,Yes,5.0,1,0,1,1
NF-100017,2021-08-25,31.0,Male,Austin,United States,Premium,6,$75.00,Mobile App,8,1.75,4,1,6.43,Yes,4.0,0,0,0,0
NF-102812,2022-05-25,41.0,Female,Raleigh,United States,Premium,12,$79.00,Website,17,1.73,6,0,0.52,Yes,6.0,0,0,0,0
NF-101782,2022-09-11,17.0,M,Portland,United States,Plus,1,$49.00,Referral,20,1.52,6,3,6.01,Yes,4.0,1,0,1,1
NF-101803,2023-02-10,33.0,F,Denver,United States,Plus,6,$49.00,Referral,25,2.36,7,3,4.84,Yes,8.0,2,0,0,0
NF-102396,2023-01-26,25.0,Male,Columbus,United States,Plus,6,$49.00,Website,25,2.65,9,1,3.97,Yes,6.0,0,2,0,0
NF-102255,2023-01-07,23.0,male,Columbus,United States,Plus,12,$54.00,Referral,24,2.2,6,0,2.14,No,4.0,1,0,0,0
NF-101114,2023-06-30,25.0,Female,Denver,United States,Basic,1,$29.00,Website,30,1.39,5,2,2.35,Yes,6.0,1,0,0,0
NF-102389,2022-04-04,58.0,MALE,Denver,United States,Premium,24,$84.00,Mobile App,15,2.09,7,0,3.72,Yes,6.0,1,1,0,0
NF-101953,2021-07-15,37.0,female,Raleigh,United States,Premium,12,$84.00,Referral,6,2.52,9,0,1.56,Yes,9.0,2,0,0,0
NF-100344,2023-09-13,38.0,Female,Austin,United States,Premium,12,$79.00,Walk-in,32,1.3,1,0,1.88,Yes,9.0,0,0,1,1
NF-102874,2021-12-19,47.0,Female,Denver,United States,Basic,12,$29.00,Referral,12,1.72,5,0,,Yes,7.0,0,1,1,0
NF-102599,2022-06-20,33.0,F,Columbus,United States,Basic,1,$34.00,Website,18,1.0,1,0,0.73,No,5.0,0,0,0,0
NF-102646,2022-07-22,58.0,M,Columbus,United States,Premium,12,$75.00,Website,19,1.9,6,0,3.56,Yes,6.0,0,1,0,0
NF-101717,2023-02-13,30.0,Female,Austin,United States,Basic,1,$34.00,Website,25,2.94,9,2,0.96,Yes,7.0,1,0,0,0
NF-100032,2022-08-21,41.0,female,Portland,United States,Basic,12,$29.00,Walk-in,20,2.91,9,0,4.89,Yes,7.0,1,0,1,1
NF-100372,2021-03-07,25.0,Male,Columbus,United States,Plus,6,$49.00,Website,2,0.52,1,0,0.67,No,5.0,0,0,1,1
NF-100657,2023-02-13,40.0,male,Austin,United States,Premium,12,$84.00,Website,25,2.79,10,0,3.94,Yes,6.0,0,1,0,0
NF-102220,2022-10-22,31.0,F ,Columbus,United States,Premium,24,$79.00,Mobile App,22,2.97,9,0,1.83,Yes,7.0,0,1,0,0
NF-101086,2021-02-22,47.0,Male,Columbus,United States,Basic,1,$25.00,Website,2,2.62,8,3,0.87,Yes,6.0,0,1,0,0
NF-102456,2022-10-15,16.0,M,Portland,United States,Basic,12,$29.00,Referral,21,3.75,14,0,8.62,Yes,,0,1,0,0
NF-102971,2023-02-28,30.0,M,Columbus,United States,Plus,6,$45.00,Mobile App,26,3.05,8,4,6.68,Yes,,1,1,1,1
NF-102248,2023-02-06,28.0,female,Portland,United States,Basic,1,$29.00,Mobile App,25,1.87,4,0,4.48,Yes,5.0,0,0,0,0
NF-101316,2021-06-26,30.0, Male,Denver,United States,Premium,12,$79.00,Walk-in,6,2.87,8,15,4.05,No,7.0,0,0,0,0
NF-100860,2022-03-27,35.0,Male,Columbus,United States,Basic,6,$29.00,Website,15,4.47,14,8,3.22,Yes,9.0,0,1,0,0
NF-101607,2022-03-15,38.0,Female,Austin,United States,Plus,12,$45.00,Referral,14,4.46,17,3,2.16,Yes,9.0,0,2,0,0
NF-100044,2021-05-17,52.0,Female,Austin,United States,Plus,6,$49.00,Walk-in,4,1.41,6,0,,No,4.0,0,0,1,1
NF-101534,2023-03-31,199.0,MALE,Austin,United States,Plus,6,$49.00,Referral,27,2.13,8,0,3.85,No,5.0,0,0,0,0
NF-102909,2022-08-13,,Female,Denver,United States,Basic,6,$34.00,Partner Promo,19,1.99,7,0,2.56,Yes,6.0,1,0,0,0
NF-101897,2022-06-06,34.0,F ,Portland,United States,Basic,12,$29.00,Mobile App,17,3.52,12,1,8.74,Yes,7.0,0,1,0,0
NF-100489,2022-09-18,39.0,Female,Columbus,United States,Basic,6,$25.00,Website,21,1.94,6,0,,No,7.0,0,0,0,0
NF-100503,2023-02-20,40.0,Female,Denver,United States,Premium,24,$75.00,Mobile App,26,2.77,10,14,,Yes,7.0,0,0,1,0
NF-102260,2023-08-08,29.0,FEMALE,Columbus,United States,Plus,1,$45.00,Website,31,2.25,7,0,1.24,No,7.0,1,0,1,1
NF-100133,2023-04-10,38.0,male,Raleigh,United States,Basic,1,$29.00,Website,27,3.23,9,0,3.11,No,7.0,1,1,0,0
NF-102108,2023-03-14,50.0,MALE,Austin,United States,Plus,1,$49.00,Website,26,2.06,6,1,1.31,Yes,9.0,1,0,0,0
NF-100690,2023-07-27,44.0,female,Austin,United States,Premium,12,$75.00,Walk-in,31,2.68,10,3,5.85,Yes,8.0,0,0,0,0
NF-102074,2021-12-01,41.0,Male,Raleigh,United States,Basic,1,$29.00,Referral,11,0.86,2,0,6.55,No,,1,0,1,1
NF-102148,2021-04-12,42.0,male,Denver,United States,Premium,24,$79.00,Referral,3,4.31,14,1,3.37,Yes,9.0,0,0,0,0
NF-100974,2023-01-13,45.0,F ,Denver,United States,Basic,1,$34.00,Partner Promo,24,1.84,5,0,2.13,No,6.0,-1,0,0,0
NF-900009,2021-06-22,23.0,FEMALE,Denver,United States,Premium,24,$84.00,Mobile App,7,1.06,3,1,2.0,No,,3,0,0,0
NF-100776,2022-10-04,40.0,Male,Columbus,United States,Basic,6,$29.00,Website,21,0.89,2,0,2.98,No,4.0,0,0,1,1
NF-100788,2023-05-17,40.0,Female,Austin,United States,Plus,6,$45.00,Mobile App,28,2.97,9,0,5.9,Yes,8.0,1,0,0,0
NF-102568,2023-05-18,26.0,Male,Austin,United States,Premium,24,$75.00,Website,29,2.34,7,4,1.39,Yes,7.0,1,0,0,0
NF-100363,2021-08-17,28.0,F,Portland,United States,Plus,12,$49.00,Website,8,1.53,6,1,2.6,No,5.0,0,0,0,0
NF-102357,2021-01-01,33.0,Male,Austin,United States,Basic,12,$29.00,Walk-in,1,1.36,2,1,3.38,No,7.0,1,1,0,0
NF-100795,2021-03-22,40.0, Male,Denver,United States,Premium,12,$79.00,Walk-in,3,2.39,10,0,1.19,No,6.0,0,0,0,0
NF-101936,2022-09-18,29.0,MALE,Denver,United States,Plus,12,$45.00,Website,21,2.37,8,0,0.86,Yes,5.0,0,1,0,0
NF-102876,2022-03-14,26.0,Male,Portland,United States,Plus,12,$54.00,Mobile App,14,3.02,10,0,2.35,No,8.0,0,0,1,0
NF-101628,2022-08-05,26.0,Female,Columbus,United States,Plus,1,$54.00,Website,19,2.03,4,1,2.85,Yes,5.0,1,2,1,1
NF-101276,2022-01-04,24.0,Male,Portland,United States,Plus,6,$49.00,Mobile App,12,2.31,8,0,6.41,Yes,5.0,0,0,0,0
NF-102592,2022-05-25,36.0,Female,Denver,United States,Plus,12,$49.00,Website,17,1.08,2,0,6.24,Yes,,0,0,0,0
NF-100939,2023-01-25,32.0,Male,Austin,United States,Plus,6,$49.00,Referral,25,2.62,7,8,1.83,No,8.0,0,0,0,0
NF-101505,2023-05-14,53.0,Male,Austin,United States,Premium,12,$79.00,Walk-in,28,0.78,2,3,2.56,No,,1,0,1,1
NF-102489,2022-08-12,46.0,male,Denver,United States,Basic,1,$29.00,Walk-in,19,1.99,7,2,1.25,Yes,8.0,0,1,0,0
NF-100647,2022-09-17,39.0,Female,Austin,United States,Plus,1,$54.00,Referral,21,1.43,5,0,1.14,Yes,5.0,0,0,1,1
NF-101003,2021-05-01,59.0,M,Denver,United States,Basic,6,$34.00,Mobile App,4,2.23,7,0,2.19,Yes,9.0,0,1,0,0
NF-102524,2021-10-07,25.0,male,Austin,United States,Plus,12,$54.00,Mobile App,9,2.26,7,5,9.51,No,7.0,1,1,1,1
NF-102110,2021-12-31,20.0,M,Denver,United States,Basic,1,$34.00,Website,12,1.94,6,0,1.6,No,7.0,1,0,0,0
NF-101172,2023-08-28,33.0,Male,Columbus,United States,Plus,12,$49.00,Website,32,1.53,5,2,3.57,Yes,8.0,1,0,0,0
NF-100483,2021-10-13,25.0,Female,Raleigh,United States,Plus,12,$45.00,Referral,9,4.95,16,3,4.54,Yes,10.0,0,1,0,0
NF-101810,2021-10-22,40.0,Male,Austin,United States,Basic,6,$29.00,Mobile App,10,3.87,12,7,2.52,Yes,,0,0,0,0
NF-100052,2021-12-04,32.0,Female,Raleigh,United States,Basic,6,$29.00,Website,11,2.3,8,0,1.66,Yes,6.0,2,0,1,1
NF-100242,2022-08-05,32.0,F,Columbus,United States,Basic,1,$29.00,Referral,19,1.77,6,0,1.33,Yes,7.0,0,0,1,1
NF-102083,2022-08-05,31.0,MALE,Portland,United States,Basic,6,$25.00,Referral,19,0.97,2,0,10.66,No,2.0,0,0,1,1
NF-101985,2021-02-22,35.0,Female,Denver,United States,Plus,1,$45.00,Walk-in,2,1.67,7,0,0.81,Yes,4.0,0,0,0,1
NF-101202,2022-08-18,31.0,Male,Columbus,United States,Basic,1,$29.00,Walk-in,20,1.31,2,0,4.53,Yes,3.0,0,0,0,0
NF-100738,2023-07-31,26.0,FEMALE,Austin,United States,Plus,12,$54.00,Website,31,4.89,16,4,3.44,Yes,10.0,0,1,0,0
NF-102168,2021-09-11,36.0,Male,Austin,United States,Plus,12,$49.00,Mobile App,8,2.07,5,4,4.59,Yes,4.0,0,1,0,0
NF-101299,2022-11-08,33.0,Male,Raleigh,United States,Plus,6,$49.00,Walk-in,22,0.76,2,0,1.46,No,4.0,0,0,1,1
NF-101019,2021-05-08,29.0,male,Raleigh,United States,Basic,1,$29.00,Walk-in,4,2.05,5,0,3.59,Yes,,0,0,1,1
